HANZI	Starostin1989	Karlgren1954	Li1971	Pan2000	Wang1980	Zhengzhang2003	Baxter2014
穟	? / ?	ə / dzi ̯wəd	ə / sdjədh	u / ljuds	ə / ziuət	u / ljuds	i / s. [ɢ]ʷ  i[t] -s
穡	? / ?	ə / ʂi ̯ək	ə / srjək	ɯ / srɯɡ	ə / ʃiək	ɯ / srɯɡ	ə / s. r  ək
穧	? / ?	a / tsi ̯ad	a / tsjadh	e / seds	a / tsiat	e / ʔsleds	? / ?
穫	? / ?	ɑ / g'wɑk	a / gwak	a / ɢʷaag	a / ɣuak	a / ɢʷaag	a / m- qʷˤ  ak
穰	? / ?	a / ȵi ̯aŋ	a / njaŋ	a / njaŋ	a / ȵiaŋ	a / njaŋ	? / ?
穴	i / whīt	e / g'iwet	i / gwit	i / ɢʷiig	e / ɣyuet	i / gʷliig	i / [ɢ]ʷˤ  i[t]
究	u / kus	ʊ / ki ̯ʊg	ə / kjəgwh	u / kus	u / kiu	u / kus	u / [k] (r) u(ʔ) -s
空	o / khōŋ	u / k'uŋ	u / khuŋ	o / khooŋ	o / khoŋ	o / khooŋ	o / kʰˤ  oŋʔ
窒	i / trit	e / tiet	i / tit	i / tiig	e / tyet	i / tiig	i / [t] r i[t]
窮	u / guŋ	ʊ / g'i ̯ʊŋ	ə / gjəŋw	u / guŋ	ə / giuəm	u / guŋ	u / m- [g] (r) uŋ
章	? / ?	a / ȶi ̯aŋ	a / tjaŋ	a / kjaŋ	a / tɕiaŋ	a / kjaŋ	a / t  aŋ
童	o / dhōŋ	u / d'uŋ	u / duŋ	o / dooŋ	o / doŋ	o / dooŋ	o / [d]ˤ  oŋ
竦	o / soŋʔ	u / si ̯uŋ	u / sjuŋx	o / sloŋʔ	o / sioŋ	o / sloŋʔ	? / ?
竭	a / grat	a / g'i ̯at	a / gjiat	a / grad	a / giat	a / grad	a / N- [k] (r) at
競	? / ?	a / g'i ̯a ̆ŋ	a / gjiaŋh	a / graŋs	a / gyaŋ	a / graŋs	a / m- k r aŋʔ -s
竿	a / kān	ɑ / kɑn	a / kan	a / kaan	a / kan	a / kaan	a / kˤ  ar
笑	a / shaws	o / si ̯og	a / sjagwh	o / sqows	o / siô	o / sqhows	a / [s- l]  aw -s
笙	e / srēŋ (~ -eŋ)	e / ʂe ̆ŋ	i / sriŋ	e / sqreeŋ	e / ʃeŋ	e / sreŋ	? / ?
笠	? / ?	ə / li ̯əp	ə / ljəp	ɯ / [ɢ]rɯb	ə / liəp	ɯ / g·rɯb	ə / k. r  əp
笱	o / kōʔ	u / ku	u / kugx	o / kooʔ	o / ko	o / kooʔ	? / ?
筐	a / khʷaŋ	a / k'i ̯waŋ	a / khwjaŋ	a / khʷaŋ	a / khiua	a / khʷaŋ	a / k- pʰ  aŋ
筥	? / ?	o / ki ̯o	a / kjagx	a / klaʔ	a / kia	a / klaʔ	a / [k] r aʔ
筮	a / d(h)ats	a / ȡi ̯ad	a / djadh	a / gljads	a / ʑiat	a / djads	e / [d]  [e][t] -s
筵	a / Łan	a / di ̯an	a / ran	a / lan	a / ʎian	a / lan	a / l  a[n]
箕	ə / kǝ	ə / ki ̯əg	ə / kjəg	ɯ / kɯ	ə / kiə	ɯ / kɯ	ə / k (r) ə
管	a / kʷānʔ	ɑ / kwɑn	a / kuanx	o / koonʔ	a / kuan	o / koonʔ	a / kʷˤ  a[n]ʔ
箱	a / saŋ	a / si ̯aŋ	a / sjaŋ	a / slaŋ	a / siaŋ	a / slaŋ	a / C. [s]  aŋ
節	i / ćīt	e / tsiet	i / tsit	i / siig	e / tsyet	i / ʔsiig	i / tsˤ  ik
篤	u / tūk	ʊ / tʊk	ə / təkw	u / tuug	u / tuk	u / tuug	u / tˤ  uk
篪	? / ?	e / d'i ̯e ̆g	i / drjig	e / rle	e / die	e / l'e	e / l r e
簀	e / ćrēk	e / tse ̆k	i / tsrik	e / skreeg	e / tʃek	e / ʔsreeg	? / ?
簋	u / kruʔ	ə / ki ̯wəg	ə / kwjiəgwx	ɯ / kʷrɯwʔ	u / kiu	ɯ / kʷrɯwʔ	u / kʷ r uʔ
簟	i / līmʔ (~ -ē-)	ə / d'iəm	ə / diəmx	ɯ / g-lɯɯmʔ	ə / dyəm	ɯ / l'ɯɯmʔ	i / [l]ˤ  imʔ
簡	e / krēnʔ	a / ka ̆n	a / krianx	e / kreenʔ	a / kean	e / kreenʔ	e / kˤ r e[n]ʔ
簧	? / ?	ɑ / g'wɑŋ	a / gwaŋ	a / gʷaaŋ	a / ɣuaŋ	a / gʷaaŋ	? / ?
籥	e / lekʷ	o / di ̯ok	a / rakw	o / lowg	o / ʎiôk	o / lowɢ	e / l  ewk
粟	o / shok	u / si ̯uk	u / sjuk	o / slog	o / siok	o / sog	o / [s]  ok
粱	a / raŋ	a / li ̯aŋ	a / ljaŋ	a / raŋ	a / liaŋ	a / raŋ	a / [r]  aŋ
粲	? / ?	ɑ / ts'ɑn	a / tshanh	a / shaans	a / tshan	a / shaans	a / [tsʰ]ˤ  ar -s
粺	e / bhrēs	e / b'e ̆g	i / brigh	e / brees	e / be	e / brees	? / ?
粻	? / ?	a / ti ̯aŋ	a / trjaŋ	a / k-laŋ	a / tiaŋ	a / taŋ	? / ?
粼	? / ?	e / li ̯e ̆n	i / ljin	i / rin	e / lien	i / rin	? / ?
糧	a / raŋ	a / li ̯aŋ	a / ljaŋ	a / raŋ	a / liaŋ	a / raŋ	a / [r]  aŋ
糾	i / kiwʔ	ʊ / ki ̯ʊg	ə / kjəgw	ɯ / kɯw	u / kiu	ɯ / kɯw	i / k <r> iwʔ
紀	ə / k(r)ǝʔ	ə / ki ̯əg	ə / kjəgx	ɯ / kɯʔ	ə / kiə	ɯ / kɯʔ	ə / k (r) əʔ
紑	? / ?	ə / pi ̯əg	ə / pjəg	ɯ / pɯ	ə / piə	ɯ / pɯ	? / ?
紓	a / sla	o / ɕi ̯o	a / hrjag	a / l̥a	a / ɕia	a / hlja	a / l̥  a
純	u / d(h)un	ə / ȶi ̯wən	ə / tjənx	u / tjunʔ	ə / tɕiuən	u / tjunʔ	u / [d]  u[n]
紕	e / b(h)ej	e / b'i ̯e ̆g	i / bjig	e / be	e / bie	e / be	? / ?
素	a / sās (~ sāks)	o / so	a / sagh	a / slaas	a / sa	a / saas	a / [s]ˤ  ak -s
紵	a / d(h)raʔ	o / d'i ̯o	a / drjagx	a / daʔ	a / dia	a / daʔ	a / mə- d r aʔ
紹	a / d(h)awʔ	o / ȡi ̯og	a / djagwx	e / gljewʔ	o / ʑiô	e / djewʔ	? / ?
紽	a / l(h)āj	ɑ / d'ɑ	a / dar	a / laal	a / dai	a / l'aal	a / lˤ  aj
終	u / tuŋ	ʊ / ȶi ̯ʊŋ	ə / tjəŋw	u / tjuŋ	u / tɕiu	u / tjuŋ	u / t  uŋ
組	a / ćāʔ	o / tso	a / tsagx	a / skaaʔ	a / tsa	a / ʔsaaʔ	? / ?
結	i / kīt	e / kiet	i / kit	i / kiid	e / kyet	i / kiid	i / kˤ  i[t]
絲	ə / sǝ	ə / si ̯əg	ə / sjəg	ɯ / slɯ	ə / siə	ɯ / slɯ	ə / [s]  ə
絺	? / ?	ə / thi ̯ər	ə / thrjəd	ɯ / qh-rɯl	ə / thiəi	ɯ / lhɯl	ə / qʰ r əj
絿	? / ?	ʊ / g'i ̯ʊg	ə / gjəgw	u / gu	u / giu	u / gu	? / ?
綅	? / ?	a / si ̯am	a / sjam	e / sqem	a / siam	e / sem	? / ?
綌	? / ?	a / k'i ̯ak	a / khjak	a / khrag	a / khiak	a / khrag	a / [k]ʰ r ak
綏	u / snhuj	ə / si ̯wər	ə / sjəd	u / snul	ə / siuəi	u / snul	u / s. n  uj
經	e / kēŋ	e / kieŋ	i / kiŋ	e / keeŋ	e / kyeŋ	e / keeŋ	e / k- lˤ  eŋ
綠	o / rok	u / li ̯uk	u / ljuk	o / rog	o / liok	o / rog	o / pə. r  ok
綣	a / khʷanʔ	a / k'i ̯wa ̆n	a / khjuanx	o / khonʔ	a / khiua	o / khonʔ	? / ?
維	i / wij	æ / di ̯wær	i / rwjid	i / ɢʷi	e / ʎiuei	i / ɢʷi	i / ɢʷ  ij
綯	? / ?	ʊ / d'ʊg	ə / dəgw	u / luu	u / du	u / l'uu	? / ?
綱	? / ?	ɑ / kɑŋ	a / kaŋ	a / kaaŋ	a / kaŋ	a / klaaŋ	a / kˤ  aŋ
綽	a / thakʷ	o / ȶʻi ̯ok	a / thjakw	e / thjewg	o / tɕhiô	e / thjewɢ	a / tʰ  awk
緎	ə / w(h)ǝk	ə / xi ̯wək	ə / hwjiək	ɯ / qhʷrɯɡ	ə / xiuə̆k	ɯ / qhʷrɯɡ	ə / [ɢ]ʷ r ək
緒	a / lhaʔ	o / dzi ̯o	a / rjagx	a / sɢlaʔ	a / zia	a / ljaʔ	a / s-m- t  aʔ
緡	ə / m(h)rǝn	æ / mi ̯æn	ə / mjiən	ɯ / mrɯn	e / meən	ɯ / mrɯn	u / m- r  un
縈	e / ʔʷeŋ	e / ʔi ̯we ̆ŋ	i / ʔwjiŋ	e / qʷeŋ	e / iueŋ	e / qʷeŋ	? / ?
縢	? / ?	ə / d'əŋ	ə / dəŋ	ɯ / g-lɯɯŋ	ə / dəŋ	ɯ / l'ɯɯŋ	ə / lˤ  əŋ
縫	o / bhoŋ	u / b'i ̯uŋ	u / bjuŋ	o / boŋ	o / bioŋ	o / boŋ	o / C. [b] (r) oŋ -s
縭	a / r(h)aj	a / lia	a / ljar	e / [b]rel	a / liai	e / rel	? / ?
縶	? / ?	ə / ti ̯əp	ə / trjəp	i / tib	ə / tiəp	i / tib	i / t <r> ip
總	o / cōŋʔ	u / tsuŋ	u / tsuŋx	o / skooŋʔ	o / tsoŋ	o / ʔslooŋʔ	o / [ts]ˤ  oŋ
績	? / ?	e / tsiek	i / tsik	e / skeeg	e / tsyek	e / ʔseeg	e / [ts]ˤ  ek
繁	a / b(h)ar	ɑ / b'ɑ	a / bar	a / baal	a / bai	a / baal	a / [b]  ar
織	ə / tǝk	ə / ȶi ̯əg	ə / tjəgh	ɯ / kljɯɡs	ə / tɕiək	ɯ / tjɯɡs	ə / t  ək
繡	i / sikʷs	ʊ / si ̯ʊk	ə / sjəgwh	ɯ / slɯwgs	u / siuk	ɯ / sɯwɢs	i / [s]  iw(k) -s
繩	ə / lǝŋ	ə / ȡʻi ̯əŋ	ə / djəŋ	ɯ / sbljɯŋ	ə / dʑiəŋ	ɯ / ɦbljɯŋ	ə / Cə-m. r  əŋ
繹	? / ?	a / di ̯ag	a / rak	a / lag	a / ʎyak	a / laag	? / ?
續	? / ?	u / dzi ̯ug	u / sdjugh	o / ljogs	o / ziok	o / ljogs	o / sə. l  ok
纍	u / ruj	ə / lwər	ə / lərh	u / [g]ruuls	ə / luəi	u / ruuls	u / [r]  uj
缶	u / puʔ	ʊ / pi ̯ʊg	ə / pjəgwx	u / puʔ	u / piu	u / puʔ	u / p (r) uʔ
罊	? / ?	e / k'ieg	i / khigh	e / kheegs	e / khyek	e / kheegs	? / ?
罍	u / r(h)ūj	ə / lwər	ə / lər	u / [g]ruul	ə / luəi	u / ruul	u / [r]ˤ  uj
罔	a / maŋʔ	a / mi ̯waŋ	a / mjaŋx	a / mgaŋʔ	a / miaŋ	a / mlaŋʔ	a / m  aŋʔ
罕	a / hānʔ	ɑ / xɑn	a / hanx	a / qhaanʔ	a / xan	a / qhaanʔ	a / qʰˤ  a[r]ʔ
罝	a / ćia	ɔ / tsi ̯ɔ	a / tsjiag	a / skja	a / tsya	a / ʔsjaa	? / ?
罟	a / kāʔ	o / ko	a / kagx	a / kaaʔ	a / ka	a / kaaʔ	? / ?
罦	? / ?	ʊ / b'i ̯ʊg	ə / bjəgw	u / bu	u / biu	u / bu	? / ?
罩	a / trākʷs	o / to ̆k	a / tragwh	e / rteewgs	o / teôk	e / rteewɢs	a / tˤ r awk -s
罪	u / ʒ́(h)ūjʔ	ə / dz'wər	ə / dzədx	u / zuulʔ	ə / dzuəi	u / zuulʔ	u / [dz]ˤ  ujʔ
罶	u / r(h)uʔ	ʊ / li ̯ʊg	ə / ljəgwx	u / [m]ruʔ	u / liu	u / m·ruʔ	? / ?
罹	a / raj	a / lia	a / ljar	e / [b]rel	a / liai	e / rel	a / [r]  aj
罿	o / dhōŋ	u / d'uŋ	u / duŋ	o / dooŋ	o / doŋ	o / dooŋ	? / ?
羅	a / rāj	ɑ / lɑ	a / lar	a / [g]raal	a / lai	a / raal	a / rˤ  aj
羆	a / p(r)aj (~ -ej)	a / pia	a / pjiar	e / prel	a / piai	a / pral	a / p r aj
羊	a / laŋ	a / zi ̯aŋ	a / raŋ	a / [g]laŋ	a / ʎiaŋ	a / laŋ	a / ɢ  aŋ
羌	a / khlaŋ	a / k'i ̯aŋ	a / khjaŋ	a / khlaŋ	a / khiaŋ	a / khlaŋ	a / C. qʰ  aŋ
美	ə / mrǝjʔ	æ / mi ̯ær	i / mjidx	i / mriʔ	e / miei	i / mriʔ	ə / [m] r əjʔ
羖	? / ?	o / ko	a / kagx	a / klaaʔ	a / ka	a / klaaʔ	a / Cə. kʷˤ  aʔ
羜	a / d(h)raʔ	o / d'i ̯o	a / drjagx	a / daʔ	a / dia	a / daʔ	? / ?
羡	? / ?	a / dia	a / rar	e / lel	a / ʎiai	e / lel	a / [ɢ]  a[n]
群	u / ghur	ə / g'i ̯wən	ə / gjən	u / glun	ə / giuən	u / glun	u / [g]  ur
羨	a / lhans	a / dia	a / rar	e / lel	a / ʎiai	e / lel	a / [ɢ]  a[n]
羹	a / krāŋ	a / ka ̆ŋ	a / kraŋ	a / kraaŋ	a / keaŋ	a / kraaŋ	a / kˤ r aŋ
羽	a / w(h)(r)aʔ	o / gi ̯wo	a / gwjagx	a / ɢʷaʔ	a / ɣiua	a / ɢʷaʔ	a / [ɢ]ʷ (r) aʔ
翔	a / lhaŋ	a / dzi ̯aŋ	a / rjaŋ	a / sɢlaŋ	a / ziaŋ	a / ljaŋ	a / s. [ɢ]  aŋ
翕	ə / hǝp	ə / xi ̯əp	ə / hjəp	u / qhrub	ə / xiəp	u / qhrub	ə / qʰ (r) [ə]p
翛	? / ?	ʊ / siʊg	ə / stiəgw	ɯ / slɯɯw	u / syu	ɯ / slɯɯw	? / ?
翟	? / ?	a / d'a ̆k	a / drak	a / rlaag	a / deak	a / r'aag	e / lˤ  ewk
翩	e / phen	a / p'i ̯an	a / phjian	e / phen	a / phian	e / phen	e / pʰ  e[n]
翯	? / ?	o / xo ̆k	a / hrakw	a / qhraawg	o / xeôk	a / qhraawɢ	a / [g]ˤ r awk
翰	a / g(h)ārs	ɑ / g'ɑn	a / gan	a / gaan	a / ɣan	a / gaan	a / [g]ˤ  ar -s
翳	i / ʔījs	ə / ʔiər	i / ʔid	i / qii	e / yei	i / qii	? / ?
翹	e / g(h)ew	o / g'i ̯og	a / gjagw	e / gew	o / giô	e / gew	e / [g]  ew
翼	ə / Łǝk	ə / di ̯ək	ə / rək	ɯ / lɯɡ	ə / ʎiək	ɯ / lɯɡ	ə / ɢʷ r əp
翽	a / swāts	ɑ / xwɑd	a / hwadh	a / qhʷaads	a / xuat	a / qhʷaads	a / qʷʰˤ  at -s
翿	? / ?	ʊ / d'ʊg	ə / dəgw	u / duu	u / du	u / duu	? / ?
老	u / rhūʔ	ʊ / lʊg	ə / ləgwx	u / [g]ruuʔ	u / lu	u / ruuʔ	u / C. rˤ  uʔ
考	u / khūʔ	ʊ / k'ʊg	ə / khəgwx	u / khluuʔ	u / khu	u / khluuʔ	u / k- r̥ˤ  uʔ
耄	a / m(h)āws	o / mog	a / magwh	a / maaws	o / mô	a / maaws	? / ?
者	a / tiaʔ	ɔ / ȶi ̯ɔ	a / tjiagx	a / kljaʔ	a / tɕya	a / tjaaʔ	a / t  Aʔ
耆	i / grij	æ / g'i ̯ær	i / gjid	i / gri	e / giei	i / gri	i / [g] r ij
耇	o / kōʔ	u / ku	u / kugx	o / kooʔ	o / ko	o / kooʔ	? / ?
耋	? / ?	e / d'iet	i / dit	i / diig	e / dyet	i / diig	? / ?
耔	? / ?	ə / tsi ̯əg	ə / tsjəgx	ɯ / sɯʔ	ə / tsiə	ɯ / ʔslɯʔ	? / ?
耕	e / krēŋ	e / ke ̆ŋ	i / kriŋ	e / kreeŋ	e / keŋ	e / kreeŋ	e / kˤ <r> eŋ
耘	ə / w(h)ǝn	ə / gi ̯wən	ə / gwjən	u / ɢun	ə / ɣiuən	u / ɢun	? / ?
耜	ə / lhǝʔ	ə / dzi ̯əg	ə / rjəgx	ɯ / ljɯʔ	ə / ziə	ɯ / ljɯʔ	ə / sə- l  əʔ
耦	o / ŋōʔ	u / ŋu	u / ŋugx	o / ŋooʔ	o / ŋo	o / ŋooʔ	o / ŋˤ (r) oʔ
耳	ə / nhǝʔ	ə / ȵi ̯əg	ə / njəgx	ɯ / mljɯʔ	ə / ȵiə	ɯ / njɯʔ	ə / n  əʔ
耽	ə / tǝ̄m	ə / təm	ə / təm	u / k-luum	ə / təm	u / ʔl'uum	ə / [t- q]ˤ  [ə]m
聊	i / rīw	ʊ / liʊg	ə / liəgw	ɯ / [m]rɯɯw	u / lyu	ɯ / m·rɯɯw	i / [r]ˤ  iw
聖	e / ƛeŋs	ə / k'wət	ə / khwət	u / khuud	ə / khuət	u / khuud	e / l̥  eŋ -s
聘	? / ?	e / p'i ̯e ̆ŋ	i / phjiŋ	e / phleŋs	e / phieŋ	e / phleŋs	e / p. l  eŋ -s
聞	? / ?	ə / mi ̯wən	ə / mjən	ɯ / mɯn	ə / miən	ɯ / mɯn	u / m  u[n]
聰	? / ?	u / ts'uŋ	u / tshuŋ	o / skhooŋ	o / tshoŋ	o / shlooŋ	o / s- l̥ˤ  oŋ
聲	e / heŋ	e / ɕi ̯e ̆ŋ	i / hrjiŋ	e / qhjeŋ	e / ɕieŋ	e / qhjeŋ	e / [l̥]  eŋ
聽	e / ƛ(h)ēŋ	æ / ŋi ̯æn	ə / ŋjiənx	ɯ / ŋgrɯnʔ	e / ŋeən	ɯ / ŋgrɯnʔ	e / l̥ˤ  eŋ -s
肄	ə / lhǝps	e / di ̯e ̆d	i / ridh	i / lids	e / ʎiet	i / lids	? / ?
肅	i / sikʷ	ʊ / si ̯ʊk	ə / sjəkw	i / sliwg	u / siuk	ɯ / sɯwɢ	i / s  iwk
肆	ə / slhǝts (~ -ps)	ə / si ̯əd	ə / stjədh	ɯ / ph-ljɯds	ə / siət	ɯ / hljɯds	ə / s- l  əp -s
股	a / kāʔ (~ kʷ)	o / ko	a / kagx	a / klaaʔ	a / ka	a / klaaʔ	a / kʷˤ  aʔ
肩	e / kēn	a / kian	a / kian	e / keen	a / kyan	e / keen	e / [k]ˤ  e[n]
肱	ə / kʷǝ̄ŋ	ə / kwəŋ	ə / kwəŋ	ɯ / kʷɯɯŋ	ə / kuəŋ	ɯ / kʷɯɯŋ	ə / [k]ʷˤ  əŋ
育	? / ?	ʊ / di ̯ʊk	ə / rəkw	u / lug	u / ʎiuk	u / lug	u / m- q  uk
肺	a / phats (&lt; *-ps)	a / p'i ̯wa ̆d	a / phjadh	o / phods	a / phiua	o / phobs	a / pʰˤ  [a][t] -s
背	ə / bǝ̄ks	ə / pəg	ə / pəgh	ɯ / pɯɯgs	ə / pək	ɯ / pɯɯgs	ə / pˤ  ək -s
胡	a / ghā	o / g'o	a / gag	a / gaa	a / ɣa	a / gaa	a / [g]ˤ  a
胤	ə / lǝrs	e / di ̯e ̆n	i / rinh	i / lins	e / ʎien	i / lins	ə / [ɢ]  ə[n] -s
胥	a / sa	o / si ̯o	a / sjag	a / sŋa	a / sia	a / sŋa	? / ?
能	ə / nǝ̄	ə / nəg	ə / nəg	ɯ / nɯɯ	ə / nə	ɯ / nɯɯ	ə / nˤ  ə(ʔ)
脂	i / kij	æ / ȶi ̯ær	i / krjid	i / kji	e / tɕiei	i / kji	i / k  ij
脊	e / cek (~ ć-)	e / tsi ̯e ̆k	i / tsjik	e / seg	e / tsiek	e / ʔseg	e / [ts]  ek
脫	o / ƛōt	ɑ / t'wɑt	a / thuat	o / l̥od	a / thuat	o / lhood	? / ?
脯	a / paʔ	o / b'o	a / bag	a / baa	a / ba	a / baa	a / p (r) aʔ
腓	ə / bhǝj	ə / b'i ̯wər	ə / bjəd	ɯ / bɯl	ə / biəi	ɯ / bɯl	? / ?
腸	a / Łaŋ	a / d'i ̯aŋ	a / drjaŋ	a / rlaŋ	a / diaŋ	a / l'aŋ	a / l r aŋ
腹	u / puk	ʊ / pi ̯ʊk	ə / pjəkw	u / pug	u / piuk	u / pug	u / p (r) uk
膋	e / r(h)ēw	o / liog	a / liagw	e / reew	o / lyô	e / reew	? / ?
膍	i / b(h)ij	ə / b'iər	i / bid	i / bii	e / byei	i / bii	? / ?
膏	? / ?	o / kog	a / kagw	a / kaaw	o / kô	a / kaaw	a / [k]ˤ  aw -s
膚	a / pra	o / pi ̯wo	a / pjag	a / pa	a / pia	a / pa	a / p r a
膠	i / krīw	o / g'o ̆g	a / gragw	e / greew	o / ɣeô	e / greew	i / [k]ˤ r iwʔ
膴	a / m(h)aʔ	o / xo	a / hnag	a / m̥haa	a / xa	a / hmaa	? / ?
膺	ə / ʔrǝŋ	ə / ʔi ̯əŋ	ə / ʔjəŋ	ɯ / qɯŋ	ə / iəŋ	ɯ / qɯŋ	ə / [q] (r) əŋ
臄	a / g(h)(l)ak	a / g'i ̯ak	a / gjak	a / glag	a / giak	a / gag	? / ?
臣	i / ghin	e / ȡi ̯e ̆n	i / grjin	i / gjiŋ	e / ʑien	i / giŋ	i / [g]  i[ŋ]
臧	? / ?	ɑ / tsɑŋ	a / tsaŋ	a / skaaŋ	a / tsaŋ	a / ʔsaaŋ	a / [ts]ˤ  aŋ
臨	? / ?	ə / li ̯əm	ə / ljəm	ɯ / [b]rɯm	ə / liəm	ɯ / b·rɯm	u / (p.) r  um
臭	i / khiws	ʊ / ȶʻi ̯ʊg	ə / khrjəgwh	u / khjus	u / tɕhiu	u / khljus	u / qʰ  u(ʔ) -s
至	i / tits	e / ȶi ̯e ̆d	i / tjidh	i / tjigs	e / tɕiet	i / tjigs	i / t  i[t] -s
臺	? / ?	ə / t'əg	ə / thəg	ɯ / l̥ɯ	ə / thə	ɯ / lhɯɯ	ə / lˤ  ə
臻	i / ćrin	e / tʂi ̯e ̆n	i / tsrjin	i / srin	e / tʃien	i / ʔsrin	? / ?
舄	? / ?	a / ts'i ̯ak	a / tshjak	a / skhag	a / tshia	a / shjaag	a / s. qʰ  ak
舅	u / guʔ	ʊ / g'i ̯ʊg	ə / gjəgwx	u / guʔ	u / giu	u / guʔ	u / [g] (r) uʔ
與	? / ?	o / di ̯o	a / ragx	a / laʔ	a / ʎia	a / laʔ	a / m- q (r) aʔ
興	ə / hǝŋ (~ sŋ-)	ə / xi ̯əŋ	ə / hjəŋ	ɯ / qhɯŋ	ə / xiəŋ	ɯ / qhɯŋ	ə / qʰ (r) əŋ
舉	? / ?	o / ki ̯o	a / kjagx	a / klaʔ	a / kia	a / klaʔ	a / [k] (r) aʔ
舊	ə / gʷǝs	u / g'i ̯ug	ə / gwjəgh	ɯ / gʷɯ	ə / giuə	ɯ / gʷɯ	ə / N- kʷ  əʔ -s
舌	a / lat	a / g'wa ̆t	a / gruat	o / grood	a / ɣoat	o / grood	a / mə. l  at
舍	a / ƛiaʔ	ɔ / ɕi ̯ɔ	a / hrjiagx	a / l̥aʔ	a / ɕya	a / hljaaʔ	a / l̥  Aʔ
舒	a / sla	o / ɕi ̯o	a / hrjag	a / l̥a	a / ɕia	a / hlja	a / l̥  a
舝	? / ?	a / g'a ̆t	a / grat	a / graad	a / ɣeat	a / graad	a / [g]ˤ r at
舞	? / ?	o / mi ̯wo	a / mjagx	a / maʔ	a / mia	a / maʔ	a / k. m (r) aʔ
舟	u / tu	ʊ / ȶi ̯ʊg	ə / tjəgw	ɯ / tjɯw	u / tɕiu	ɯ / tjɯw	u / t  u
良	? / ?	a / li ̯aŋ	a / ljaŋ	a / raŋ	a / liaŋ	a / raŋ	a / [r]  aŋ
艱	? / ?	æ / kæn	ə / krən	ɯ / krɯɯn	e / keən	ɯ / krɯɯn	ə / kˤ r ə[r]
色	ə / srǝk	ə / ʂi ̯ək	ə / srjək	ɯ / sqhrɯɡ	ə / ʃiək	ɯ / srɯɡ	ə / s. r  ək
艾	a / ŋhāts	ɑ / ŋɑd	a / ŋadh	a / ŋaads	a / ŋat	a / ŋaads	a / C. ŋˤ  a[t] -s
芋	a / was	o / gi ̯wo	a / gwjag	a / ɢʷa	a / ɣiua	a / ɢʷa	a / [ɢ]ʷ (r) a -s
芑	? / ?	ə / k'i ̯əg	ə / khjəgx	ɯ / khɯʔ	ə / khiə	ɯ / khɯʔ	? / ?
芒	a / māŋ	ɑ / mɑŋ	a / maŋ	a / maaŋ	a / maŋ	a / maaŋ	a / m̥ˤ  aŋʔ
芩	ə / gh(r)ǝm	ə / g'i ̯əm	ə / gjiəm	ɯ / grɯm	ə / giəm	ɯ / grɯm	? / ?
芬	ə / phǝn	ə / p'i ̯wən	ə / phjən	ɯ / phɯn	ə / phiən	ɯ / phɯn	? / ?
芹	ə / ghǝr	ə / ki ̯ən	ə / kjənx	ɯ / kɯnʔ	ə / kiən	ɯ / kɯnʔ	ə / C. [ɢ]  ər
芻	o / ćhro	u / tʂʻi ̯u	u / tshrjug	o / skhro	o / tʃhio	o / shro	o / [tsʰ] r o
芼	a / m(h)āws	o / mog	a / magw	a / maaw	o / mô	a / maaw	a / mˤ  aw(k) -s
芾	ə / pǝts	ɑ / pwɑd	a / puadh	o / poods	a / puat	o / poobs	? / ?
苑	a / ʔʷanʔ	a / ʔi ̯wa ̆n	a / ʔjuanx	o / qonʔ	a / iuan	o / qonʔ	o / [ʔ]  o[r]ʔ
苓	i / r(h)īŋ	e / lieŋ	i / liŋ	e / reeŋ	e / lyeŋ	e / reeŋ	? / ?
苕	? / ?	o / d'iog	a / diagw	e / g-leew	o / dyô	e / deew	? / ?
苗	? / ?	o / mi ̯og	a / mjagw	e / mrew	o / miô	e / mrew	a / m (r) aw
苞	u / prū	ʊ / pʊ̆g	ə / prəgw	u / pruu	e / peu	u / pruu	u / pˤ <r> u
苟	o / kōʔ	ə / ki ̯ək	ə / kjək	ɯ / kɯɡ	ə / kiək	ɯ / kɯɡ	o / [k]ˤ (r) oʔ
苢	? / ?	ə / di ̯əg	ə / rəgx	ɯ / lɯʔ	ə / ʎiə	ɯ / lɯʔ	? / ?
若	a / nak	ɔ / ȵi ̯ɔ	a / njiag	a / nja	a / ȵya	a / nja	a / n  ak
苦	a / khāʔ	o / k'o	a / khagx	a / khaaʔ	a / kha	a / khaaʔ	a / kʰˤ  aʔ
英	a / ʔraŋ	a / ʔi ̯a ̆ŋ	a / ʔjiaŋ	a / qraŋ	a / yaŋ	a / qraŋ	a / ʔ <r> aŋ
苴	a / ća	ɔ / dz'ɔ	a / dzrag	a / sgraa	a / dʒea	a / zraa	? / ?
苹	? / ?	e / b'i ̯e ̆n	i / bjin	i / bin	e / bien	i / bin	e / [b]ˤ  eŋ
茀	ə / pǝt	ə / pi ̯wəd	ə / pjədh	ɯ / pɯds	ə / piət	ɯ / pɯds	u / pʰ  [u]t
茂	u / mūʔs	ʊ / mʊg	ə / məgwh	u / muus	u / mu	u / mus	? / ?
茅	u / mrū	ʊ / mʊ̆g	ə / mrəgw	u / mruu	e / meu	u / mruu	u / C. mˤ r u
茆	u / m(h)rūʔ	ʊ / mʊ̆g	ə / mrəgwx	u / mruuʔ	e / meu	u / mruuʔ	u / mˤ r uʔ
